AGYTYP,AGYTYPT,AGY,AGYT,AGYSUB,AGYSUBT,agy_typ,agy_typ2
1,Cabinet Level Agencies,CM,CM-DEPARTMENT OF COMMERCE,CM63,CM63-BUREAU OF THE CENSUS,Commerce and Information,Commerce and Information
1,Cabinet Level Agencies,CM,CM-DEPARTMENT OF COMMERCE,CM64,CM64-OFFICE OF THE INSPECTOR GENERAL,Commerce and Information,Management and Administration
1,Cabinet Level Agencies,CM,CM-DEPARTMENT OF COMMERCE,CM65,CM65-ECONOMIC AFFAIRS UNITS,Commerce and Information,Commerce and Information
1,Cabinet Level Agencies,CM,CM-DEPARTMENT OF COMMERCE,CM67,CM67-BUREAU OF EXPORT ADMINISTRATION,Commerce and Information,Commerce and Information
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD**,DD**-UNSPECIFIED,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD01,DD01-IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD02,DD02-ORGANIZATION OF THE JOINT CHIEFS OF STAFF,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD03,DD03-DEFENSE SPECIAL WEAPONS AGENCY,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD04,DD04-DEFENSE INFORMATION SYSTEMS AGENCY,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD06,DD06-DEFENSE SECURITY ASSISTANCE AGENCY,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD07,DD07-DEFENSE LOGISTICS AGENCY,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD08,DD08-U.S. COURT OF APPEALS FOR THE ARMED FORCES,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD09,DD09-AMERICAN FORCES INFORMATION SERVICE,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD10,DD10-DEFENSE CONTRACT AUDIT AGENCY,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD12,DD12-DEFENSE SECURITY SERVICE,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD13,DD13-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,Defense,"Research, Arts, and Sciences"
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD15,DD15-UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD16,DD16-DEPARTMENT OF DEFENSE EDUCATION ACTIVITY,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD17,DD17-OFFICE OF THE CIVILIAN HEALTH AND MEDICAL PROGRAM OF THE UNIFORMED SERVICES,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD21,DD21-WASHINGTON HEADQUARTERS SERVICES,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD23,DD23-OFFICE OF ECONOMIC ADJUSTMENT,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD25,DD25-DEFENSE LEGAL SERVICES,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD26,DD26-OFFICE OF THE INSPECTOR GENERAL,Defense,Management and Administration
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD27,DD27-BALLISTIC MISSILE DEFENSE ORGANIZATION,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD29,DD29-DEFENSE TECHNOLOGY SECURITY ADMINISTRATION,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD32,DD32-ON-SITE INSPECTION AGENCY,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD34,DD34-DEFENSE COMMISSARY AGENCY,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD35,DD35-DEFENSE FINANCE AND ACCOUNTING SERVICE,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD48,DD48-DEFENSE HUMAN RESOURCES ACTIVITY,Defense,Management and Administration
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD50,DD50-USD(A&T) DEFENSE SUPPORT ACTIVITY,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD58,DD58-DEFENSE POW/MIA OFFICE,Defense,Defense
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD60,DD60-TRICARE MANAGEMENT ACTIVITY,Defense,Defense
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ01,"DJ01-OFFICES, BOARDS AND DIVISIONS",Crime and Law,Crime and Law
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ02,DJ02-FEDERAL BUREAU OF INVESTIGATION,Crime and Law,Crime and Law
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ03,DJ03-BUREAU OF PRISONS/FEDERAL PRISON SYSTEM,Crime and Law,Crime and Law
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ04,DJ04-IMMIGRATION AND NATURALIZATION SERVICE,Crime and Law,Crime and Law
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ06,DJ06-DRUG ENFORCEMENT ADMINISTRATION,Crime and Law,Crime and Law
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ07,DJ07-OFFICE OF JUSTICE PROGRAMS,Crime and Law,Crime and Law
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ08,DJ08-U.S. MARSHALS SERVICE,Crime and Law,Crime and Law
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ09,DJ09-EXECUTIVE OFFICE FOR U.S. ATTORNEYS AND THE OFFICES OF THE U.S. ATTORNEYS,Crime and Law,Crime and Law
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ10,DJ10-OFFICE OF THE INSPECTOR GENERAL,Crime and Law,Management and Administration
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ11,DJ11-U.S. TRUSTEE SYSTEM,Crime and Law,Crime and Law
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ12,DJ12-EXECUTIVE OFFICE FOR IMMIGRATION REVIEW,Crime and Law,Crime and Law
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ14,DJ14-COMMUNITY RELATIONS SERVICE,Crime and Law,Crime and Law
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DL**,DL**-UNSPECIFIED,Work and Labor,Work and Labor
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLAA,DLAA-OFFICE OF THE SECRETARY OF LABOR,Work and Labor,Management and Administration
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLAM,DLAM-OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,Work and Labor,Management and Administration
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLBL,DLBL-BUREAU OF INTERNATIONAL LABOR AFFAIRS,Work and Labor,Work and Labor
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLCA,DLCA-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,Work and Labor,Work and Labor
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLCF,DLCF-OFFICE OF THE CHIEF FINANCIAL OFFICER,Work and Labor,Management and Administration
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLEH,DLEH-PRESIDENT'S COMMITTEE ON EMPLOYMENT OF PEOPLE WITH DISABILITIES,Work and Labor,Work and Labor
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLES,DLES-EMPLOYMENT STANDARDS ADMINISTRATION,Work and Labor,Work and Labor
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLET,DLET-EMPLOYMENT AND TRAINING ADMINISTRATION,Work and Labor,Work and Labor
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLIG,DLIG-OFFICE OF THE INSPECTOR GENERAL,Work and Labor,Management and Administration
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLLS,DLLS-BUREAU OF LABOR STATISTICS,Work and Labor,Commerce and Information
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLMS,DLMS-MINE SAFETY AND HEALTH ADMINISTRATION,Work and Labor,Work and Labor
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLNY,DLNY-NATIONAL OCCUPATIONAL INFORMATION COORDINATING COMMITTEE,Work and Labor,Work and Labor
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLPA,DLPA-OFFICE OF PUBLIC AFFAIRS,Work and Labor,Management and Administration
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLPE,DLPE-OFFICE OF THE ASSISTANT SECRETARY FOR POLICY,Work and Labor,Management and Administration
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLPW,DLPW-PENSION AND WELFARE BENEFITS ADMINISTRATION,Work and Labor,Work and Labor
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLSH,DLSH-OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION,Work and Labor,Work and Labor
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLSL,DLSL-Dept. of Labor OFFICE OF THE SOLICITOR,Work and Labor,Work and Labor
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLVE,DLVE-VETERANS EMPLOYMENT AND TRAINING SERVICES,Work and Labor,Work and Labor
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLWB,DLWB-WOMEN'S BUREAU,Work and Labor,Work and Labor
1,Cabinet Level Agencies,DN,DN-DEPARTMENT OF ENERGY,DN00,DN00-DEPARTMENT OF ENERGY,"Research, Arts, and Sciences","Research, Arts, and Sciences"
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEA,EDEA-IMMEDIATE OFFICE OF THE SECRETARY OF EDUCATION,Education,Management and Administration
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEB,EDEB-OFFICE OF THE DUTY SECRETARY OF EDUCATION,Education,Management and Administration
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEC,EDEC-OFFICE FOR CIVIL RIGHTS,Education,Crime and Law
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEE,EDEE-OFFICE OF THE UNDER SECRETARY,Education,Education
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEF,EDEF-OFFICE OF INSPECTOR GENERAL,Education,Management and Administration
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEG,EDEG-OFFICE OF THE GENERAL COUNSEL,Education,Education
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEH,EDEH-OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,Education,Education
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEJ,EDEJ-OFFICE OF LEGISLATION AND CONGRESSIONAL AFFAIRS,Education,Education
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEK,EDEK-OFFICE OF INTERGOVERNMENTAL AND INTERAGENCY AFFAIRS,Education,Education
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEL,EDEL-OFFICE OF THE CHIEF FINANCIAL OFFICER,Education,Management and Administration
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEM,EDEM-OFFICE OF MANAGEMENT,Education,Education
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEP,EDEP-OFFICE OF POSTSECONDARY EDUCATION,Education,Education
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDER,EDER-OFFICE OF EDUCATIONAL RESEARCH AND IMPROVEMENT,Education,Education
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDES,EDES-OFFICE OF ELEMENTARY AND SECONDARY EDUCATION,Education,Education
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDET,EDET-OFFICE OF BILINGUAL EDUCATION AND MINORITY LANGUAGES AFFAIRS,Education,Education
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEV,EDEV-OFFICE OF VOCATIONAL AND ADULT EDUCATION,Education,Education
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEX,EDEX-NATIONAL INSTITUTE FOR LITERACY,Education,Education
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEY,EDEY-ADVISORY COUNCILS AND COMMITTEES,Education,Education
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEZ,EDEZ-NATIONAL ASSESSMENT GOVERNING BOARD,Education,Education
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE10,HE10-OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE11,HE11-PROGRAM SUPPORT CENTER,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE31,HE31-OFFICE OF THE ASSISTANT SECRETARY FOR HEALTH,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE32,HE32-SUBSTANCE ABUSE AND MENTAL HEALTH ADMINISTRATION,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE33,HE33-AGENCY FOR HEALTH CARE POLICY AND RESEARCH,Health and Social Welfare,"Research, Arts, and Sciences"
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE34,HE34-HEALTH RESOURCES AND SERVICES ADMINISTRATION,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE35,HE35-AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE36,HE36-FOOD AND DRUG ADMINISTRATION,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE37,HE37-INDIAN HEALTH SERVICE,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE38,HE38-NATIONAL INSTITUTES OF HEALTH,Health and Social Welfare,"Research, Arts, and Sciences"
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE39,HE39-CENTERS FOR DISEASE CONTROL AND PREVENTION,Health and Social Welfare,"Research, Arts, and Sciences"
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE70,HE70-HEALTH CARE FINANCING ADMINISTRATION,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE90,HE90-ADMINISTRATION FOR CHILDREN AND FAMILIES,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU01,HU01-REGION 1 - SECRETARY'S REPRESENTATIVE FOR NEW ENGLAND,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU02,HU02-REGION 2 - SECRETARY'S REPRESENTATIVE FOR NEW YORK/NEW JERSEY,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU03,HU03-REGION 3 - SECRETARY'S REPRESENTATIVE FOR MID-ATLANTIC,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU04,HU04-REGION 4 - SECRETARY'S REPRESENTATIVE FOR SOUTHEAST/CARIBBEAN,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU05,HU05-REGION 5 - SECRETARY'S REPRESENTATIVE FOR MIDWEST,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU06,HU06-REGION 6 - SECRETARY'S REPRESENTATIVE FOR SOUTHWEST,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU07,HU07-REGION 7 - SECRETARY'S REPRESENTATIVE FOR GREAT PLAINS,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU08,HU08-REGION 8 - SECRETARY'S REPRESENTATIVE FOR ROCKY MOUNTAINS,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU09,HU09-REGION 9 - SECRETARY'S REPRESENTATIVE FOR PACIFIC/HAWAII,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU10,HU10-REGION 10 - SECRETARY'S REPRESENTATIVE FOR NORTHWEST/ALASKA,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUAA,HUAA-OFFICE OF THE SECRETARY OF HOUSING AND URBAN DEVELOPMENT,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUBB,HUBB-ASSISTANT SECRETARY FOR ADMINISTRATION,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUCC,HUCC-OFFICE OF GENERAL COUNSEL,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUDD,HUDD-ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUEE,HUEE-ASSISTANT SECRETARY FOR FAIR HOUSING AND EQUAL OPPORTUNITY,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUFF,HUFF-OFFICE OF THE CHIEF FINANCIAL OFFICER,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUGG,HUGG-OFFICE OF INSPECTOR GENERAL,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUII,HUII-OFFICE OF DEPARTMENTAL OPERATIONS AND COORDINATION,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUJJ,HUJJ-ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL RELATIONS,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HULL,HULL-OFFICE OF LEAD-BASED PAINT ABATEMENT AND POISONING PREVENTION,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUMM,HUMM-ASSISTANT SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUOO,HUOO-OFFICE OF FEDERAL HOUSING ENTERPRISE OVERSIGHT,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUPP,HUPP-ASSISTANT SECRETARY FOR PUBLIC AND INDIAN HOUSING,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HURR,HURR-ASSISTANT SECRETARY FOR POLICY DEVELOPMENT AND RESEARCH,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUTT,HUTT-GOVERNMENT NATIONAL MORTGAGE ASSOCIATION (GINNIE MAE),Health and Social Welfare,"Money, Finance, and Banking"
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUUU,HUUU-OFFICE OF DEPARTMENTAL EQUAL EMPLOYMENT OPPORTUNITY,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUVV,HUVV-DEPARTMENTAL ENFORCEMENT CENTER,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUWW,HUWW-ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUXX,HUXX-DEPARTMENTAL REAL ESTATE ASSESSMENT CENTER,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN01,IN01-OFFICE OF THE SECRETARY OF THE INTERIOR,Nature and Resources,Management and Administration
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN05,IN05-BUREAU OF LAND MANAGEMENT,Nature and Resources,Nature and Resources
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN06,IN06-INDIAN AFFAIRS,Nature and Resources,Health and Social Welfare
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN07,IN07-BUREAU OF RECLAMATION,Nature and Resources,Nature and Resources
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN08,IN08-GEOLOGICAL SURVEY,Nature and Resources,Nature and Resources
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN10,IN10-NATIONAL PARK SERVICE,Nature and Resources,Nature and Resources
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN15,IN15-U.S. FISH AND WILDLIFE SERVICE,Nature and Resources,Nature and Resources
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN22,"IN22-OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT",Nature and Resources,Nature and Resources
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN23,IN23-MINERAL MANAGEMENT SERVICE,Nature and Resources,Nature and Resources
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN24,IN24-OFFICE OF THE INSPECTOR GENERAL,Nature and Resources,Management and Administration
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV08,NV08-IMMEDIATE OFFICE OF THE SECRETARY OF THE NAVY,Defense,Management and Administration
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV09,NV09-NAVY STAFF OFFICES,Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV10,NV10-NAVY FIELD OFFICES,Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV11,NV11-IMMEDIATE OFFICE OF THE CHIEF OF NAVAL OPERATIONS,Defense,Management and Administration
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV14,NV14-OFFICE OF NAVAL RESEARCH,Defense,"Research, Arts, and Sciences"
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV15,NV15-NAVAL INTELLIGENCE COMMAND,Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV18,NV18-NAVAL MEDICAL COMMAND,Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV19,NV19-NAVAL AIR SYSTEMS COMMAND,Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV22,NV22-BUREAU OF NAVAL PERSONNEL,Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV23,NV23-NAVAL SUPPLY SYSTEMS COMMAND,Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV24,NV24-NAVAL SEA SYSTEMS COMMAND,Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV25,NV25-NAVAL FACILITIES ENGINEERING COMMAND,Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV27,NV27-U.S. MARINE CORPS,Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV30,NV30-SPECIAL PROJECTS OFFICE,Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV33,NV33-MILITARY SEALIFT COMMAND,Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV39,NV39-NAVAL SPACE AND WARFARE SYSTEMS COMMAND,Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV60,"NV60-U.S. ATLANTIC FLEET, COMMANDER IN CHIEF",Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV61,"NV61-U.S. NAVAL FORCES, EUROPE",Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV62,NV62-NAVAL EDUCATION AND TRAINING COMMAND,Defense,Defense
